Date;Open;High;Low;Close;Adj Close;Volume
Jul 29, 2023;29319.45;29396.84;29264.17;29356.92;29356.92;6481775959
Jul 28, 2023;29212.16;29521.51;29125.85;29319.25;29319.25;11218474952
Jul 27, 2023;29353.8;29560.97;29099.35;29210.69;29210.69;10770779217
Jul 26, 2023;29225.76;29675.55;29113.91;29354.97;29354.97;13497554655
Jul 25, 2023;29178.97;29353.16;29062.43;29227.39;29227.39;10266772793
Jul 24, 2023;30081.66;30093.39;28934.29;29176.92;29176.92;15395817395
Jul 23, 2023;29790.11;30330.64;29741.53;30084.54;30084.54;9220145050
Jul 22, 2023;29908.7;29991.62;29664.12;29771.8;29771.8;7873300598
Jul 21, 2023;29805.11;30046.0;29733.85;29908.74;29908.74;10972789818
Jul 20, 2023;29915.25;30195.53;29638.1;29792.02;29792.02;14655207121
Jul 19, 2023;29862.05;30184.18;29794.27;29913.92;29913.92;12128602812
Jul 18, 2023;30147.07;30233.66;29556.43;29856.56;29856.56;13138897269
Jul 17, 2023;30249.63;30336.4;29685.78;30145.89;30145.89;13240156074
Jul 16, 2023;30297.47;30437.56;30089.67;30249.13;30249.13;8516564470
Jul 15, 2023;30331.78;30407.78;30263.46;30295.81;30295.81;8011667756
Jul 14, 2023;31474.72;31582.25;29966.39;30334.07;30334.07;20917902660
Jul 13, 2023;30387.49;31814.52;30268.35;31476.05;31476.05;23686079548
Jul 12, 2023;30622.25;30959.96;30228.84;30391.65;30391.65;14805659717
Jul 11, 2023;30417.63;30788.31;30358.1;30620.95;30620.95;12151839152
Jul 10, 2023;30172.42;31026.08;29985.39;30414.47;30414.47;14828209155
Jul 9, 2023;30291.61;30427.59;30085.59;30171.23;30171.23;7903327692
Jul 8, 2023;30346.92;30374.44;30080.16;30292.54;30292.54;7509378699
Jul 7, 2023;29908.0;30434.64;29777.29;30342.27;30342.27;13384770155
Jul 6, 2023;30507.15;31460.05;29892.23;29909.34;29909.34;21129219509
Jul 5, 2023;30778.72;30877.33;30225.61;30514.17;30514.17;12481622280
Jul 4, 2023;31156.87;31325.2;30659.36;30777.58;30777.58;12810828427
Jul 3, 2023;30624.52;31375.61;30586.51;31156.44;31156.44;15271884873
Jul 2, 2023;30587.27;30766.14;30264.02;30620.77;30620.77;10533418042
Jul 1, 2023;30471.85;30641.29;30328.87;30590.08;30590.08;9086606733
Jun 30, 2023;30441.35;31256.86;29600.28;30477.25;30477.25;26387306197
Jun 29, 2023;30086.19;30796.25;30057.2;30445.35;30445.35;13180860821
Jun 28, 2023;30696.56;30703.28;29921.82;30086.25;30086.25;14571500779
Jun 27, 2023;30274.32;31006.79;30236.65;30688.16;30688.16;16428827944
Jun 26, 2023;30480.52;30636.03;29955.74;30271.13;30271.13;16493186997
Jun 25, 2023;30545.15;31041.27;30327.94;30480.26;30480.26;12703464114
Jun 24, 2023;30708.74;30804.15;30290.15;30548.7;30548.7;12147822496
Jun 23, 2023;29896.38;31389.54;29845.21;30695.47;30695.47;24115570085
Jun 22, 2023;29995.94;30496.0;29679.16;29912.28;29912.28;20653160491
Jun 21, 2023;28311.31;30737.33;28283.41;30027.3;30027.3;33346760979
Jun 20, 2023;26841.66;28388.97;26668.79;28327.49;28327.49;22211859147
Jun 19, 2023;26335.44;26984.61;26312.83;26851.03;26851.03;12826986222
Jun 18, 2023;26510.46;26675.93;26325.89;26336.21;26336.21;9565695129
Jun 17, 2023;26328.68;26769.39;26174.49;26510.68;26510.68;11090276850
Jun 16, 2023;25575.28;26463.17;25245.36;26327.46;26327.46;16324646965
Jun 15, 2023;25121.67;25735.31;24797.17;25576.39;25576.39;15837384409
Jun 14, 2023;25920.26;26041.8;24902.15;25124.68;25124.68;14265717766
Jun 13, 2023;25902.94;26376.35;25728.37;25918.73;25918.73;14143474486
Jun 12, 2023;25934.29;26087.92;25675.2;25902.5;25902.5;11677889997
Jun 11, 2023;25854.03;26203.44;25668.99;25940.17;25940.17;10732609603
Jun 10, 2023;26481.76;26531.04;25501.84;25851.24;25851.24;19872933189
Jun 9, 2023;26505.92;26770.29;26339.31;26480.38;26480.38;11015551640
Jun 8, 2023;26347.65;26797.51;26246.66;26508.22;26508.22;11904824295
Jun 7, 2023;27235.65;27332.18;26146.99;26346.0;26346.0;19530045082
Jun 6, 2023;25732.11;27313.82;25434.87;27238.78;27238.78;21929670693
Jun 5, 2023;27123.11;27129.98;25445.17;25760.1;25760.1;21513292646
Jun 4, 2023;27075.12;27407.02;26968.22;27119.07;27119.07;9360912318
Jun 3, 2023;27252.32;27317.05;26958.0;27075.13;27075.13;8385597470
Jun 2, 2023;26824.56;27303.86;26574.64;27249.59;27249.59;14837415000
Jun 1, 2023;27218.41;27346.11;26671.72;26819.97;26819.97;14678970415
May 31, 2023;27700.53;27831.68;26866.45;27219.66;27219.66;15656371534
May 30, 2023;27745.12;28044.76;27588.5;27702.35;27702.35;13251081851
May 29, 2023;28075.59;28432.04;27563.88;27745.88;27745.88;15181308984
May 28, 2023;26871.16;28193.45;26802.75;28085.65;28085.65;14545229578
May 27, 2023;26720.18;26888.88;26621.14;26868.35;26868.35;7892015141
May 26, 2023;26474.18;26916.67;26343.95;26719.29;26719.29;12711619225
May 25, 2023;26329.46;26591.52;25890.59;26476.21;26476.21;13851122697
May 24, 2023;27224.6;27224.6;26106.58;26334.82;26334.82;16299104428
May 23, 2023;26855.96;27434.68;26816.18;27225.73;27225.73;13697203143
May 22, 2023;26749.89;27045.73;26549.73;26851.28;26851.28;11056770492
May 21, 2023;27118.42;27265.92;26706.92;26753.83;26753.83;8647416921
May 20, 2023;26888.84;27155.16;26843.28;27129.59;27129.59;7044911360
May 19, 2023;26826.75;27128.62;26700.21;26890.13;26890.13;11258983301
May 18, 2023;27401.65;27466.53;26415.1;26832.21;26832.21;15222938600
May 17, 2023;27035.47;27465.93;26600.14;27398.8;27398.8;15140006925
May 16, 2023;27171.51;27299.3;26878.95;27036.65;27036.65;12732238816
May 15, 2023;26931.38;27646.35;26766.1;27192.69;27192.69;14413231792
May 14, 2023;26788.97;27150.98;26661.36;26930.64;26930.64;10014858959
May 13, 2023;26807.77;27030.48;26710.87;26784.08;26784.08;9999171605
May 12, 2023;26987.66;27055.65;25878.43;26804.99;26804.99;19313599897
May 11, 2023;27621.09;27621.94;26781.83;27000.79;27000.79;16724343943
May 10, 2023;27654.64;28322.69;26883.67;27621.76;27621.76;20656025026
May 9, 2023;27695.07;27821.4;27375.6;27658.78;27658.78;14128593256
May 8, 2023;28450.46;28663.27;27310.13;27694.27;27694.27;19122903752
May 7, 2023;28901.62;29157.52;28441.37;28454.98;28454.98;11301355486
May 6, 2023;29538.86;29820.13;28468.97;28904.62;28904.62;15913866714
May 5, 2023;28851.48;29668.91;28845.51;29534.38;29534.38;17936566518
May 4, 2023;29031.3;29353.19;28694.04;28847.71;28847.71;15548678514
May 3, 2023;28680.49;29259.53;28178.39;29006.31;29006.31;19122972518
May 2, 2023;28087.18;28881.3;27924.12;28680.54;28680.54;16432924527
May 1, 2023;29227.1;29329.94;27680.79;28091.57;28091.57;18655599976
Apr 30, 2023;29245.52;29952.03;29114.02;29268.81;29268.81;14652199272
Apr 29, 2023;29336.57;29452.46;29088.04;29248.49;29248.49;10662634333
Apr 28, 2023;29481.01;29572.79;28929.61;29340.26;29340.26;17544464887
Apr 27, 2023;28428.46;29871.55;28402.89;29473.79;29473.79;27153445027
Apr 26, 2023;28300.06;29995.84;27324.55;28422.7;28422.7;31854242019
Apr 25, 2023;27514.87;28371.08;27207.93;28307.6;28307.6;17733373139
Apr 24, 2023;27591.73;27979.98;27070.85;27525.34;27525.34;17703288330
Apr 23, 2023;27816.14;27820.24;27400.31;27591.38;27591.38;12785446832
Apr 22, 2023;27265.89;27872.14;27169.57;27817.5;27817.5;13125734602
Apr 21, 2023;28249.23;28349.97;27177.37;27276.91;27276.91;20759504330
Apr 20, 2023;28823.68;29076.4;28037.26;28245.99;28245.99;21340360360
Apr 19, 2023;30394.19;30411.05;28669.9;28822.68;28822.68;24571565421
Apr 18, 2023;29449.09;30470.3;29154.85;30397.55;30397.55;19480529496
Apr 17, 2023;30317.15;30319.2;29275.37;29445.04;29445.04;17872186762
Apr 16, 2023;30315.98;30555.54;30157.83;30315.36;30315.36;12854816417
Apr 15, 2023;30490.75;30601.74;30245.88;30318.5;30318.5;11940685378
Apr 14, 2023;30409.56;31005.61;30044.5;30485.7;30485.7;22659995079
Apr 13, 2023;29892.74;30539.85;29878.62;30399.07;30399.07;17487721001
Apr 12, 2023;30231.58;30462.48;29725.57;30139.05;30139.05;18651929926
Apr 11, 2023;29653.68;30509.08;29609.3;30235.06;30235.06;20121259843
Apr 10, 2023;28336.03;29771.46;28189.27;29652.98;29652.98;19282400094
Apr 9, 2023;27952.37;28532.83;27828.48;28333.05;28333.05;12175322951
Apr 8, 2023;27920.51;28159.86;27883.39;27947.79;27947.79;9373255556
Apr 7, 2023;28038.97;28111.59;27794.03;27925.86;27925.86;10861680497
Apr 6, 2023;28175.23;28178.38;27738.76;28044.14;28044.14;13837809380
Apr 5, 2023;28169.73;28739.24;27843.76;28177.98;28177.98;17052315986
Apr 4, 2023;27795.27;28433.74;27681.3;28168.09;28168.09;15284538859
Apr 3, 2023;28183.08;28475.62;27276.72;27790.22;27790.22;19556501327
Apr 2, 2023;28462.85;28518.96;27884.09;28199.31;28199.31;12284641999
Apr 1, 2023;28473.33;28802.46;28297.17;28411.04;28411.04;10876469901
Mar 31, 2023;28032.26;28639.9;27583.71;28478.48;28478.48;19001327598
Mar 30, 2023;28350.14;29159.9;27720.16;28033.56;28033.56;22435349951
Mar 29, 2023;27267.03;28619.54;27259.66;28348.44;28348.44;20684945906
Mar 28, 2023;27132.89;27460.72;26677.82;27268.13;27268.13;17783600385
Mar 27, 2023;27994.07;28037.93;26606.69;27139.89;27139.89;18188895178
Mar 26, 2023;27495.52;28178.14;27445.05;27994.33;27994.33;13878363192
Mar 25, 2023;27487.34;27791.83;27196.23;27494.71;27494.71;13383005987
Mar 24, 2023;28324.11;28388.44;27039.27;27493.29;27493.29;25980310960
Mar 23, 2023;27301.96;28729.84;27183.36;28333.97;28333.97;24220433689
Mar 22, 2023;28158.72;28803.34;26760.0;27307.44;27307.44;33382021890
Mar 21, 2023;27768.39;28439.56;27439.65;28175.82;28175.82;36102192830
Mar 20, 2023;28041.6;28527.72;27242.88;27767.24;27767.24;44774027664
Mar 19, 2023;26969.5;28440.56;26907.72;28038.68;28038.68;37769448859
Mar 18, 2023;27448.12;27725.95;26636.26;26965.88;26965.88;35723036817
Mar 17, 2023;25055.12;27787.81;24955.17;27423.93;27423.93;50730261335
Mar 16, 2023;24373.46;25190.33;24225.11;25052.79;25052.79;33866061747
Mar 15, 2023;24770.93;25240.62;23964.91;24375.96;24375.96;43655701450
Mar 14, 2023;24201.77;26514.72;24081.18;24746.07;24746.07;54622230164
Mar 13, 2023;22156.41;24550.84;21918.2;24197.53;24197.53;49466362688
Mar 12, 2023;20628.03;22185.03;20448.81;22163.95;22163.95;29279035521
Mar 11, 2023;20187.88;20792.53;20068.66;20632.41;20632.41;30180288176
Mar 10, 2023;20367.0;20370.6;19628.25;20187.24;20187.24;39578257695
Mar 9, 2023;21720.08;21802.72;20210.31;20363.02;20363.02;30364664171
Mar 8, 2023;22216.44;22268.9;21708.05;21718.08;21718.08;22536575684
Mar 7, 2023;22428.32;22527.42;22011.26;22219.77;22219.77;22765452204
Mar 6, 2023;22436.82;22584.29;22331.31;22429.76;22429.76;17353192895
Mar 5, 2023;22354.14;22613.69;22307.14;22435.51;22435.51;13317001733
Mar 4, 2023;22362.92;22405.18;22198.98;22353.35;22353.35;11166012913
Mar 3, 2023;23476.63;23479.35;22213.24;22362.68;22362.68;26062404610
Mar 2, 2023;23647.02;23739.14;23245.02;23475.47;23475.47;20386398516
Mar 1, 2023;23150.93;23880.63;23088.63;23646.55;23646.55;24662841200
Feb 28, 2023;23521.84;23585.38;23077.65;23147.35;23147.35;20535363434
Feb 27, 2023;23561.45;23857.89;23205.88;23522.87;23522.87;22660763494
Feb 26, 2023;23174.15;23654.37;23084.22;23561.21;23561.21;16644534842
Feb 25, 2023;23200.13;23210.21;22861.56;23175.38;23175.38;16100721565
Feb 24, 2023;23946.01;24103.71;23007.07;23198.13;23198.13;26811744928
Feb 23, 2023;24190.72;24572.09;23693.92;23947.49;23947.49;30476264066
Feb 22, 2023;24437.42;24472.34;23644.32;24188.84;24188.84;30199996781
Feb 21, 2023;24833.05;25126.85;24200.36;24436.35;24436.35;31252098714
Feb 20, 2023;24336.62;25020.46;23927.91;24829.15;24829.15;28987376573
Feb 19, 2023;24640.03;25093.05;24327.64;24327.64;24327.64;25555105670
Feb 18, 2023;24565.3;24798.84;24468.37;24641.28;24641.28;19625427158
Feb 17, 2023;23621.28;24924.04;23460.76;24565.6;24565.6;41358451255
Feb 16, 2023;24307.35;25134.12;23602.52;23623.47;23623.47;39316664596
Feb 15, 2023;22220.59;24307.84;22082.77;24307.84;24307.84;32483312909
Feb 14, 2023;21801.82;22293.14;21632.39;22220.8;22220.8;26792596581
Feb 13, 2023;21787.0;21898.41;21460.09;21808.1;21808.1;23918742607
Feb 12, 2023;21870.9;22060.99;21682.83;21788.2;21788.2;17821046406
Feb 11, 2023;21651.84;21891.41;21618.45;21870.88;21870.88;16356226232
Feb 10, 2023;21819.01;21941.19;21539.39;21651.18;21651.18;27078406594
Feb 9, 2023;22946.57;22996.44;21773.97;21819.04;21819.04;32572572185
Feb 8, 2023;23263.42;23367.96;22731.1;22939.4;22939.4;25371367758
Feb 7, 2023;22757.27;23310.97;22756.26;23264.29;23264.29;27187964471
Feb 6, 2023;22954.02;23119.28;22692.03;22760.11;22760.11;23825006542
Feb 5, 2023;23332.25;23423.44;22841.76;22955.67;22955.67;19564262605
Feb 4, 2023;23446.32;23556.95;23291.79;23331.85;23331.85;15639298538
Feb 3, 2023;23469.41;23678.1;23279.96;23449.32;23449.32;27083066007
Feb 2, 2023;23720.82;24167.21;23468.6;23471.87;23471.87;32066936882
Feb 1, 2023;23137.84;23764.54;22877.75;23723.77;23723.77;26683255504
Jan 31, 2023;22840.8;23225.02;22765.57;23139.28;23139.28;22837828665
Jan 30, 2023;23774.65;23789.35;22657.58;22840.14;22840.14;27205595568
Jan 29, 2023;23031.45;23919.89;22985.07;23774.57;23774.57;27423687259
Jan 28, 2023;23079.96;23165.9;22908.85;23031.09;23031.09;14712928379
Jan 27, 2023;23030.72;23417.72;22654.59;23078.73;23078.73;25383335641
Jan 26, 2023;23108.96;23237.08;22911.37;23032.78;23032.78;26357839322
Jan 25, 2023;22639.27;23722.1;22406.08;23117.86;23117.86;30685366709
Jan 24, 2023;22929.63;23134.01;22549.74;22636.47;22636.47;26405069715
Jan 23, 2023;22721.09;23126.49;22654.3;22934.43;22934.43;26518700512
Jan 22, 2023;22777.99;23056.73;22387.9;22720.42;22720.42;24746386230
Jan 21, 2023;22677.43;23282.35;22511.83;22777.63;22777.63;32442278429
Jan 20, 2023;21085.37;22692.36;20919.13;22676.55;22676.55;28799154319
Jan 19, 2023;20686.75;21163.01;20685.38;21086.79;21086.79;21152848261
Jan 18, 2023;21161.05;21564.5;20541.54;20688.78;20688.78;30005625418
Jan 17, 2023;21175.83;21438.66;20978.53;21161.52;21161.52;24999983362
Jan 16, 2023;20882.22;21360.88;20715.75;21169.63;21169.63;26792494050
Jan 15, 2023;20977.48;20993.75;20606.99;20880.8;20880.8;19298407543
Jan 14, 2023;19910.54;21075.14;19907.83;20976.3;20976.3;38967784639
Jan 13, 2023;18868.91;19964.32;18753.16;19909.57;19909.57;29225029694
Jan 12, 2023;18117.59;19030.09;17995.2;18869.59;18869.59;34971338710
Jan 11, 2023;17446.36;17934.9;17337.99;17934.9;17934.9;18372283782
Jan 10, 2023;17192.95;17484.72;17162.99;17446.29;17446.29;15808338949
Jan 9, 2023;17093.99;17389.96;17093.99;17196.55;17196.55;18624736866
Jan 8, 2023;16954.15;17091.14;16924.05;17091.14;17091.14;9768827914
Jan 7, 2023;16952.12;16975.02;16914.19;16955.08;16955.08;7714767174
Jan 6, 2023;16836.47;16991.99;16716.42;16951.97;16951.97;14413662913
Jan 5, 2023;16863.47;16884.02;16790.28;16836.74;16836.74;13692758566
Jan 4, 2023;16680.21;16964.59;16667.76;16863.24;16863.24;18421743322
Jan 3, 2023;16688.85;16760.45;16622.37;16679.86;16679.86;13903079207
Jan 2, 2023;16625.51;16759.34;16572.23;16688.47;16688.47;12097775227
Jan 1, 2023;16547.91;16630.44;16521.23;16625.08;16625.08;9244361700
Dec 31, 2022;16603.67;16628.99;16517.52;16547.5;16547.5;11239186456
Dec 30, 2022;16641.33;16643.43;16408.47;16602.59;16602.59;15929162910
Dec 29, 2022;16552.32;16651.76;16508.68;16642.34;16642.34;14472237479
Dec 28, 2022;16716.4;16768.17;16497.56;16552.57;16552.57;17005713920
Dec 27, 2022;16919.29;16959.85;16642.07;16717.17;16717.17;15748580239
Dec 26, 2022;16842.25;16920.12;16812.37;16919.8;16919.8;11886957804
Dec 25, 2022;16847.51;16860.55;16755.25;16841.99;16841.99;11656379938
Dec 24, 2022;16796.98;16864.7;16793.53;16847.76;16847.76;9744636213
Dec 23, 2022;16829.64;16905.22;16794.46;16796.95;16796.95;15329265213
Dec 22, 2022;16818.38;16866.67;16592.41;16830.34;16830.34;16441573050
Dec 21, 2022;16904.53;16916.8;16755.91;16817.54;16817.54;14882945045
Dec 20, 2022;16441.79;17012.98;16427.87;16906.3;16906.3;22722096615
Dec 19, 2022;16759.04;16807.53;16398.14;16439.68;16439.68;17221074814
Dec 18, 2022;16795.61;16815.39;16697.82;16757.98;16757.98;10924354698
Dec 17, 2022;16646.98;16800.59;16614.03;16795.09;16795.09;14463581825
Dec 16, 2022;17364.55;17505.53;16584.7;16647.48;16647.48;24031608960
Dec 15, 2022;17813.64;17846.74;17322.59;17364.87;17364.87;20964448341
Dec 14, 2022;17782.07;18318.53;17739.51;17815.65;17815.65;25534481470
Dec 13, 2022;17206.44;17930.09;17111.76;17781.32;17781.32;26634741631
Dec 12, 2022;17102.5;17212.56;16899.39;17206.44;17206.44;19617581341
Dec 11, 2022;17129.71;17245.63;17091.82;17104.19;17104.19;14122486832
Dec 10, 2022;17134.22;17216.83;17120.68;17128.72;17128.72;12706781969
Dec 9, 2022;17232.15;17280.55;17100.84;17133.15;17133.15;20328426366
Dec 8, 2022;16847.35;17267.92;16788.78;17233.47;17233.47;20496603770
Dec 7, 2022;17089.51;17109.38;16750.56;16848.13;16848.13;19675404389
Dec 6, 2022;16975.24;17091.86;16939.92;17089.5;17089.5;19889922369
Dec 5, 2022;17128.89;17378.15;16922.43;16974.83;16974.83;22209086834
Dec 4, 2022;16908.17;17157.77;16903.44;17130.49;17130.49;16824520830
Dec 3, 2022;17090.1;17116.04;16888.14;16908.24;16908.24;16217776704
Dec 2, 2022;16968.68;17088.66;16877.88;17088.66;17088.66;19539705127
Dec 1, 2022;17168.0;17197.5;16888.39;16967.13;16967.13;22895392882
Nov 30, 2022;16445.48;17190.94;16445.48;17168.57;17168.57;29523576583
Nov 29, 2022;16217.64;16522.26;16139.4;16444.98;16444.98;23581685468
Nov 28, 2022;16440.22;16482.93;16054.53;16217.32;16217.32;27743025156
Nov 27, 2022;16463.88;16594.41;16437.03;16444.63;16444.63;20443898509
Nov 26, 2022;16521.58;16666.86;16416.23;16464.28;16464.28;18000008764
Nov 25, 2022;16602.27;16603.32;16388.4;16521.84;16521.84;18678255976
Nov 24, 2022;16611.64;16771.47;16501.77;16604.46;16604.46;26129037414
Nov 23, 2022;16195.59;16638.19;16170.5;16610.71;16610.71;32958875628
Nov 22, 2022;15782.3;16253.05;15656.61;16189.77;16189.77;30726828760
Nov 21, 2022;16291.22;16291.22;15599.05;15787.28;15787.28;37429485518
Nov 20, 2022;16712.92;16746.78;16248.69;16291.83;16291.83;21313378652
Nov 19, 2022;16696.22;16797.88;16570.41;16711.55;16711.55;16106223492
Nov 18, 2022;16687.91;16947.06;16564.61;16697.78;16697.78;26862218609
Nov 17, 2022;16670.43;16726.44;16460.68;16687.52;16687.52;27868914022
Nov 16, 2022;16884.34;16960.29;16430.11;16669.44;16669.44;33925512989
Nov 15, 2022;16617.48;17051.96;16542.55;16884.61;16884.61;36599436183
Nov 14, 2022;16352.03;17109.32;15872.94;16618.2;16618.2;49630243054
Nov 13, 2022;16799.72;16920.77;16320.63;16353.37;16353.37;27209183682
Nov 12, 2022;17036.88;17066.68;16651.78;16799.19;16799.19;29717699419
Nov 11, 2022;17583.25;17650.94;16543.48;17034.29;17034.29;55871616488
Nov 10, 2022;15883.16;18054.31;15834.02;17586.77;17586.77;83202283721
Nov 9, 2022;18543.76;18590.46;15682.69;15880.78;15880.78;102905151606
Nov 8, 2022;20600.67;20664.61;17603.54;18541.27;18541.27;118992465607
Nov 7, 2022;20924.62;21053.25;20489.97;20602.82;20602.82;53510852236
Nov 6, 2022;21285.06;21345.38;20920.19;20926.49;20926.49;35082693210
Nov 5, 2022;21144.83;21446.89;21097.63;21282.69;21282.69;37846047609
Nov 4, 2022;20208.77;21209.56;20188.02;21147.23;21147.23;64072727950
Nov 3, 2022;20162.69;20382.1;20086.24;20209.99;20209.99;43228750179
Nov 2, 2022;20482.96;20742.81;20087.13;20159.5;20159.5;55552169483
Nov 1, 2022;20494.9;20647.29;20359.85;20485.27;20485.27;39819303159
Oct 31, 2022;20633.7;20795.32;20287.46;20495.77;20495.77;45668466815
Oct 30, 2022;20817.98;20917.01;20547.46;20635.6;20635.6;31486345556
Oct 29, 2022;20595.1;20988.39;20566.48;20818.48;20818.48;40369840645
Oct 28, 2022;20287.96;20724.98;20086.07;20595.35;20595.35;43994715910
Oct 27, 2022;20772.8;20854.04;20255.37;20285.84;20285.84;49625110402
Oct 26, 2022;20092.24;20938.13;20076.12;20770.44;20770.44;58895950537
Oct 25, 2022;19344.96;20348.41;19261.45;20095.86;20095.86;47761524910
Oct 24, 2022;19567.77;19589.13;19206.32;19345.57;19345.57;30202235805
Oct 23, 2022;19207.73;19646.65;19124.2;19567.01;19567.01;22128794335
Oct 22, 2022;19172.38;19248.07;19132.24;19208.19;19208.19;16104440957
Oct 21, 2022;19053.2;19237.38;18770.97;19172.47;19172.47;32459287866
Oct 20, 2022;19138.09;19315.2;18971.46;19053.74;19053.74;24493974420
Oct 19, 2022;19335.03;19348.42;19127.69;19139.54;19139.54;22425387184
Oct 18, 2022;19550.47;19666.99;19144.77;19334.42;19334.42;30580012344
Oct 17, 2022;19268.56;19635.8;19173.33;19550.76;19550.76;27472552998
Oct 16, 2022;19068.91;19389.6;19068.91;19268.09;19268.09;17988916650
Oct 15, 2022;19185.44;19212.54;19019.25;19067.63;19067.63;16192235532
Oct 14, 2022;19382.53;19889.15;19115.41;19185.66;19185.66;38452356727
Oct 13, 2022;19156.97;19453.33;18319.82;19382.9;19382.9;44219840004
Oct 12, 2022;19052.65;19203.2;19029.76;19157.45;19157.45;24950173846
Oct 11, 2022;19139.0;19241.96;18925.6;19051.42;19051.42;28711532910
Oct 10, 2022;19446.42;19515.47;19102.98;19141.48;19141.48;27425022774
Oct 9, 2022;19417.48;19542.54;19349.26;19446.43;19446.43;16837262532
Oct 8, 2022;19546.33;19601.7;19299.41;19416.57;19416.57;16437423167
Oct 7, 2022;19957.56;20041.09;19395.79;19546.85;19546.85;29227315390
Oct 6, 2022;20161.04;20408.39;19900.09;19955.44;19955.44;34711412966
Oct 5, 2022;20335.9;20343.75;19801.8;20160.72;20160.72;33223790572
Oct 4, 2022;19623.58;20380.34;19523.84;20336.84;20336.84;35887278685
Oct 3, 2022;19044.07;19653.54;19025.23;19623.58;19623.58;30484729489
Oct 2, 2022;19311.85;19370.31;18970.62;19044.11;19044.11;20765955327
Oct 1, 2022;19431.11;19471.15;19231.08;19312.1;19312.1;18719537670
Sep 30, 2022;19573.43;20109.85;19265.66;19431.79;19431.79;43975248085
Sep 29, 2022;19427.78;19589.27;18924.35;19573.05;19573.05;41037843771
Sep 28, 2022;19104.62;19688.34;18553.3;19426.72;19426.72;53071298734
Sep 27, 2022;19221.84;20338.46;18915.67;19110.55;19110.55;58571439619
Sep 26, 2022;18803.9;19274.87;18721.29;19222.67;19222.67;44148798321
Sep 25, 2022;18936.31;19134.73;18696.47;18802.1;18802.1;23359966112
Sep 24, 2022;19296.99;19310.2;18861.97;18937.01;18937.01;26149643168
Sep 23, 2022;19412.4;19464.67;18617.55;19297.64;19297.64;38896078052
Sep 22, 2022;18534.65;19456.91;18415.59;19413.55;19413.55;41135767926
Sep 21, 2022;18891.28;19674.63;18290.31;18547.4;18547.4;46363793975
Sep 20, 2022;19545.59;19602.46;18813.46;18890.79;18890.79;36791346508
Sep 19, 2022;19418.57;19639.48;18390.32;19544.13;19544.13;40177002624
Sep 18, 2022;20127.23;20127.23;19387.49;19419.51;19419.51;31254779144
Sep 17, 2022;19777.03;20162.53;19777.03;20127.58;20127.58;24957448100
Sep 16, 2022;19704.01;19870.63;19400.08;19772.58;19772.58;30123362273
Sep 15, 2022;20242.29;20318.17;19636.73;19701.21;19701.21;36389011503
Sep 14, 2022;20184.55;20467.2;19793.4;20241.09;20241.09;37872380889
Sep 13, 2022;22371.48;22673.82;20062.67;20296.71;20296.71;51091116622
Sep 12, 2022;21770.15;22439.18;21603.9;22370.45;22370.45;50212088965
Sep 11, 2022;21678.54;21770.55;21406.95;21769.26;21769.26;34493951963
Sep 10, 2022;21376.91;21760.28;21168.72;21680.54;21680.54;36913738894
Sep 9, 2022;19328.14;21439.41;19310.96;21381.15;21381.15;48469528171
Sep 8, 2022;19289.94;19417.35;19076.71;19329.83;19329.83;32194477850
Sep 7, 2022;18837.68;19427.17;18644.47;19290.32;19290.32;35239757134
Sep 6, 2022;19817.72;20155.27;18800.17;18837.67;18837.67;43403978910
Sep 5, 2022;19988.79;20031.16;19673.05;19812.37;19812.37;28813460025
Sep 4, 2022;19832.47;19999.69;19636.82;19986.71;19986.71;25245861652
Sep 3, 2022;19969.72;20037.01;19698.36;19832.09;19832.09;23613051457
Sep 2, 2022;20126.07;20401.57;19814.77;19969.77;19969.77;29123998928
Sep 1, 2022;20050.5;20198.39;19653.97;20127.14;20127.14;30182031010
Aug 31, 2022;19799.58;20420.99;19799.58;20049.76;20049.76;33225232872
Aug 30, 2022;20298.61;20542.64;19617.64;19796.81;19796.81;34483360283
Aug 29, 2022;19615.15;20357.46;19600.79;20297.99;20297.99;32637854078
Aug 28, 2022;20041.04;20139.05;19616.81;19616.81;19616.81;24366810591
Aug 27, 2022;20262.48;20340.78;19890.52;20041.74;20041.74;30116729776
Aug 26, 2022;21596.09;21804.91;20199.48;20260.02;20260.02;42326789564
Aug 25, 2022;21395.46;21789.64;21362.44;21600.9;21600.9;31028679593
Aug 24, 2022;21526.46;21783.08;21195.01;21395.02;21395.02;31962253368
Aug 23, 2022;21401.04;21646.2;20955.14;21528.09;21528.09;31878280659
Aug 22, 2022;21531.46;21531.46;20939.18;21398.91;21398.91;31666498758
Aug 21, 2022;21160.39;21668.85;21103.2;21534.12;21534.12;23102307723
Aug 20, 2022;20872.84;21350.81;20856.73;21166.06;21166.06;27595671000
Aug 19, 2022;23213.31;23213.31;20868.85;20877.55;20877.55;40509610260
Aug 18, 2022;23341.04;23563.83;23177.6;23212.74;23212.74;23747613147
Aug 17, 2022;23881.32;24407.06;23243.35;23336.0;23336.0;30931623076
Aug 16, 2022;24126.14;24228.42;23733.5;23883.29;23883.29;27753685646
Aug 15, 2022;24318.32;25135.59;23839.78;24136.97;24136.97;35123501685
Aug 14, 2022;24429.06;24974.91;24206.26;24319.33;24319.33;22994133555
